round 0 : 
Feature index,	MI,	MRMR,	DIMRMR,	DI,	C_ratio,	avg dep, complementary info, compInfo-iCF	JMI red.
1, 0.046015309177701136, -0.0007592556919875371, -0.00030424215171792, 0.4007110581173148, -0.04109735102183043, 0.004917958155870705, 0.42740709421812473, -0.04109735102183054, 0.04109735102183043
2, 0.19894439406736475, 0.006149953308019596, 0.0012127090757349732, 0.19718996470324243, -0.18736451391179765, 0.011579880155567102, 0.2811399313281575, -0.18736451391179776, 0.18736451391179765
3, 0.27811453335636027, -0.009267498915214278, -0.0008421081177909263, 0.09086681590093884, -0.26898984585466656, 0.009124687501693707, 0.1995145993852887, -0.26898984585466656, 0.26898984585466656
4, 0.20367432639058536, 0.004716679761593623, 0.0009057934575247637, 0.19204048256579617, -0.19253699142977987, 0.01113733496080549, 0.2759674538101755, -0.19253699142977976, 0.19253699142977987
5, 0.3198890796854017, -0.03346986479552183, -0.0027277757127663243, 0.08149945419353151, -0.3135385821220338, 0.006350497563367918, 0.1549658631179216, -0.31353858212203367, 0.3135385821220338
6, 0.03848058348234207, -0.04753073164690946, -0.019818936753205906, 0.4169710010027706, -0.023799467753835235, 0.014681115728506833, 0.44470497748612003, -0.023799467753835235, 0.023799467753835235
7, 0.06407145684980198, 0.012180739830192744, 0.0047360369392472415, 0.38881357005162304, -0.05173186111389838, 0.012339595735903597, 0.4167725841260568, -0.05173186111389849, 0.05173186111389838
8, 0.09901956507342513, -0.012122049010624636, -0.0039165908456054955, 0.32309643709349084, -0.09834876221286093, 0.0006708028605642014, 0.37015568302709445, -0.09834876221286082, 0.09834876221286093
9, 0.05645165010223829, 0.016165182759434682, 0.006730531043657987, 0.416359724713274, -0.0325127129803231, 0.023938937121915194, 0.4359917322596323, -0.03251271298032299, 0.0325127129803231
10, 0.1981748810914019, 0.016260105502135858, 0.0033322558324171097, 0.20493445334529958, -0.18011251990038235, 0.01806236119101956, 0.28839192533957303, -0.18011251990038224, 0.18011251990038235
11, 0.2036328390553388, 0.004719693978763928, 0.0009066193097558338, 0.1920928165756362, -0.1924954740784317, 0.011137364976907094, 0.2760089711615237, -0.1924954740784316, 0.1924954740784317
12, 0.00010368209191258249, -0.004005397938104727, -0.0019277734985925943, 0.4812938760099272, 0.004801813463571336, 0.004905495555483919, 0.4733062587035266, 0.004801813463571336, -0.004801813463571336
13, 0.20384040593822395, 0.004704605835604614, 0.0009024893845912436, 0.19183103029826087, -0.19270319102621536, 0.011137214912008586, 0.2758012542137398, -0.19270319102621547, 0.19270319102621536
14, 0.07514072167990582, 0.014930868641346517, 0.005623358812627594, 0.3766263670055609, -0.059850512832779534, 0.015290208847126285, 0.40865393240717585, -0.05985051283277942, 0.059850512832779534
15, 0.07458184823017633, 0.011473803335620536, 0.004267433997869923, 0.3719284593820457, -0.06309611699486295, 0.011485731235313379, 0.4054083282450923, -0.06309611699486295, 0.06309611699486295
16, 0.0746180482769232, 0.011473966764197874, 0.004266883916708554, 0.3718752201742886, -0.06313215838251751, 0.011485889894405688, 0.40537228685743776, -0.06313215838251751, 0.06313215838251751
17, 0.07460356675458502, 0.011473901553489929, 0.004267104034496742, 0.3718965179023041, -0.06311774033065598, 0.011485826423929035, 0.4053867049092993, -0.06311774033065598, 0.06311774033065598
18, 0.0010134988757222185, 0.000546210376944023, 0.00026695853714998663, 0.488746732794762, 0.010258402786094578, 0.011271901661816797, 0.47876284802604996, 0.01025840278609469, -0.010258402786094578
19, 0.2191221110209427, -0.013299873727977696, -0.0022483372694533468, 0.16904951997579729, -0.21479047752081382, 0.004331633500128884, 0.25371396771914156, -0.2147904775208137, 0.21479047752081382
20, 0.0014817867850641653, 0.00012568758037645456, 5.857290170028092e-05, 0.4660198050184882, -0.0012629565457026315, 0.00021883023936153378, 0.46724148869425264, -0.0012629565457026315, 0.0012629565457026315
21, 0.00809659135815366, -0.001525281961411995, -0.0006898573510964024, 0.45228185250272196, -0.007907851154783208, 0.00018874020337045216, 0.46059659408517206, -0.007907851154783208, 0.007907851154783208
22, 0.08153573166847417, 0.01288302499759264, 0.004687770810253752, 0.36387190206723363, -0.06836877505163819, 0.013166956616835979, 0.4001356701883171, -0.06836877505163819, 0.06836877505163819
23, 0.0975124150916018, 0.00624244972731236, 0.0020786387869921766, 0.3329844656814111, -0.08985348220011558, 0.007658932891486225, 0.3786509630398398, -0.08985348220011546, 0.08985348220011558
24, 0.06775146922176023, -0.0016732990686394444, -0.0006169798557368442, 0.3687206114556133, -0.06549388164395664, 0.002257587577803588, 0.40301056359599885, -0.06549388164395642, 0.06549388164395664
25, 0.06775146922176023, -0.0016732990686394444, -0.0006169798557368442, 0.3687206114556133, -0.06549388164395664, 0.002257587577803588, 0.40301056359599885, -0.06549388164395642, 0.06549388164395664
26, 0.09876251624374954, 0.01355034141156497, 0.004558569908865565, 0.3364173470179067, -0.08494371857102467, 0.01381879767272487, 0.3835607266689306, -0.08494371857102467, 0.08494371857102467
27, 0.20365358109689957, 0.004718187083120551, 0.0009062063919538116, 0.1920666510227606, -0.19251623112823846, 0.011137349968661114, 0.2759882141117167, -0.19251623112823857, 0.19251623112823846
28, 0.03704003929000288, -0.04949439495780128, -0.020412213615877552, 0.41241465085654494, -0.025931886512376656, 0.011108152777626223, 0.4425725587275786, -0.025931886512376656, 0.025931886512376656
29, 0.03554367415064086, -0.04722708352301008, -0.01963868084034142, 0.4158351389785274, -0.02435695472720978, 0.01118671942343108, 0.4441474905127456, -0.024356954727209668, 0.02435695472720978
30, 0.03704320780177894, -0.04982116824362648, -0.020548281729411002, 0.412440784787091, -0.02590293649502251, 0.011140271306756433, 0.44260150874493287, -0.0259029364950224, 0.02590293649502251
31, 0.0003436919347372669, -0.0046128669214045015, -0.0022256825845338134, 0.4824944275340485, 0.005233926443932169, 0.0055776183786694356, 0.47373837168388744, 0.005233926443932169, -0.005233926443932169
33, 4.947992971415793e-05, 9.625018078884828e-06, 4.508452853841493e-06, 0.4684098062872262, -3.504360231632031e-05, 1.4436327397837623e-05, 0.46846940163763906, -3.504360231620929e-05, 3.504360231632031e-05
34, 0.001253747858827703, -0.00021469335643753418, -9.994868198794252e-05, 0.46554156889816456, -0.0012393679924255219, 1.437986640218103e-05, 0.46726507724752975, -0.0012393679924255219, 0.0012393679924255219
35, 0.001260410036272197, -0.00021581467316578173, -0.00010046726005444906, 0.46552562242731943, -0.0012459889849781858, 1.4421051294011278e-05, 0.467258456254977, -0.0012459889849782968, 0.0012459889849781858
36, 0.10197379978544929, 0.01280995938929963, 0.004156258676718373, 0.32445525785118134, -0.08843694812235592, 0.013536851663093374, 0.38006749711759924, -0.08843694812235603, 0.08843694812235592
37, 0.10397153034086437, 0.012970631439489955, 0.004176070926955401, 0.3219635795248236, -0.09028753656371902, 0.013683993777145353, 0.37821690867623614, -0.09028753656371913, 0.09028753656371902
38, 0.0887248962622127, 0.012675150447563732, 0.004365278052298203, 0.34439654743011316, -0.07485429732012694, 0.013870598942085755, 0.3936501479198282, -0.07485429732012705, 0.07485429732012694
39, 0.08519195181926387, 0.011112206078252918, 0.003822244481443386, 0.3439681062902252, -0.07343921120541874, 0.011752740613845125, 0.39506523403453664, -0.07343921120541863, 0.07343921120541874
40, 0.11100867555197125, 0.015770012177624526, 0.005005569902786994, 0.31741065551548575, -0.09396181151301186, 0.017046864038959386, 0.3745426337269433, -0.09396181151301197, 0.09396181151301186
41, 0.14309265874099886, 0.0166434175039738, 0.004608182350811466, 0.2768771707920691, -0.12602780139951042, 0.017064857341488437, 0.34247664384044474, -0.12602780139951053, 0.12602780139951042
42, 0.12943620412934265, 0.01102770369385575, 0.003121511039372751, 0.28306083714526603, -0.11753659796848726, 0.011899606160855392, 0.3509678472714681, -0.11753659796848714, 0.11753659796848726
max value 0.006730531043657987 for feature 9, DI value: 0.416359724713274, C ratio: -0.0325127129803231
round 2 : 
Feature index,	MI,	MRMR,	DIMRMR,	DI,	C_ratio,	avg dep, complementary info, compInfo-iCF	JMI red.
0, 0.0425810236150721, 0.019514998276938256, 0.004767054542114532, 0.244276452114678, -0.010280254800090927, 0.03230076881498117, 0.25219779287100585, -0.010280254800090927, 0.010280254800090927
1, 0.046015309177701136, -0.02748079684822302, -0.0074579811113479715, 0.2713888229856851, 0.006326279405061475, 0.05234158858276261, 0.2688043270761581, 0.006326279405061308, -0.006326279405061475
2, 0.19894439406736475, -0.015391859189250234, -0.001799238384223504, 0.11689545506498024, -0.11839583309341573, 0.08054856097394902, 0.1440822145776809, -0.11839583309341589, 0.11839583309341573
3, 0.27811453335636027, 0.07350987885859916, 0.006224794226335178, 0.08467969642976772, -0.14322021860946044, 0.13489431474689983, 0.11925782906163629, -0.1432202186094605, 0.14322021860946044
4, 0.20367432639058536, -0.010413439873071972, -0.0011974734055885884, 0.11499306859063209, -0.12046297666636241, 0.08321134972422295, 0.14201507100473443, -0.12046297666636235, 0.12046297666636241
5, 0.3198890796854017, 0.05839516529144906, 0.003383855447250469, 0.057947527511254, -0.18245369519194443, 0.13743538449345727, 0.0800243524791524, -0.18245369519194438, 0.18245369519194443
6, 0.03848058348234207, -0.013803306308301455, -0.0036843421888356513, 0.2669173679511733, 0.00261957752068126, 0.04110016100302333, 0.26509762519177793, 0.002619577520681149, -0.00261957752068126
7, 0.06407145684980198, -0.2048192186497808, -0.040474541208072166, 0.19761105171131108, -0.05090133099908889, 0.013170125850713088, 0.21157671667200784, -0.050901330999088945, 0.05090133099908889
8, 0.09901956507342513, -0.17618509951624894, -0.029590261913247363, 0.16794985497918544, -0.07618193696459052, 0.022837628108834607, 0.1862961107065063, -0.07618193696459047, 0.07618193696459052
10, 0.1981748810914019, -0.015608447477449827, -0.0018992326168043912, 0.12167979035379986, -0.11362333284811443, 0.08455154824328748, 0.1488547148229824, -0.11362333284811438, 0.11362333284811443
11, 0.2036328390553388, -0.010524148403838307, -0.0012105114300757264, 0.11502226913051089, -0.12043640215230911, 0.08319643690302969, 0.14204164551878773, -0.12043640215230905, 0.12043640215230911
12, 0.00010368209191258249, -0.0023472603230521583, -0.000626819740094083, 0.2670431285095064, 0.0023643446028295267, 0.0024680266947421092, 0.26484239227392625, 0.0023643446028294712, -0.0023643446028295267
13, 0.20384040593822395, -0.0105318044024022, -0.0012105338946916384, 0.11494078777379568, -0.12050687907509006, 0.08333352686313389, 0.14197116859600656, -0.12050687907509022, 0.12050687907509006
14, 0.07514072167990582, -0.23492445168948617, -0.04458211078722639, 0.18977211808566125, -0.0573089727444267, 0.01783174893547912, 0.20516907492667014, -0.057308972744426645, 0.0573089727444267
15, 0.07458184823017633, -0.23539096756326816, -0.04423993265069776, 0.1879423544100391, -0.058850947454129, 0.01573090077604733, 0.20362710021696773, -0.058850947454129054, 0.058850947454129
16, 0.0746180482769232, -0.23547250681692655, -0.04424860201328641, 0.18791409074218798, -0.05887429507165243, 0.015743753205270772, 0.2036037525994443, -0.05887429507165248, 0.05887429507165243
17, 0.07460356675458502, -0.23543988560042295, -0.04424513361962763, 0.18792539550719248, -0.05886495656356938, 0.015738610191015634, 0.20361309110752734, -0.05886495656356944, 0.05886495656356938
18, 0.0010134988757222185, -0.02474875429710488, -0.006690499270909102, 0.2703368093032367, 0.005090140133648502, 0.0061036390093707205, 0.26756818780474534, 0.0050901401336485574, -0.005090140133648502
19, 0.2191221110209427, 0.00034654253463584084, 3.570138434887497e-05, 0.10302165183385424, -0.13270085244008334, 0.08642125858085936, 0.1297771952310135, -0.13270085244008328, 0.13270085244008334
20, 0.0014817867850641653, -0.022072224090396553, -0.0057557018976729475, 0.2607667389611728, -0.0011104433850614992, 0.0003713434000026661, 0.2613676042860352, -0.0011104433850615547, 0.0011104433850614992
21, 0.00809659135815366, -0.013642877003935516, -0.0034362694461097147, 0.2518727864451512, -0.006695653601015983, 0.0014009377571376769, 0.2557823940700807, -0.006695653601016094, 0.006695653601015983
22, 0.08153573166847417, -0.26556013553097957, -0.04884345366813434, 0.18392615130457482, -0.06206366203753555, 0.019472069630938615, 0.20041438563356118, -0.062063662037535605, 0.06206366203753555
23, 0.0975124150916018, -0.2958235373132555, -0.0510982253184389, 0.17273211517422163, -0.07142934791426825, 0.026083067177333552, 0.1910486997568286, -0.0714293479142682, 0.07142934791426825
24, 0.06775146922176023, 0.008378081653654612, 0.0017312529260660888, 0.2066407320476397, -0.043469443736884605, 0.024282025484875625, 0.2190086039342123, -0.043469443736884494, 0.043469443736884605
25, 0.06775146922176023, 0.008378081653654612, 0.0017312529260660888, 0.2066407320476397, -0.043469443736884605, 0.024282025484875625, 0.2190086039342123, -0.043469443736884494, 0.043469443736884605
26, 0.09876251624374954, -0.17240456527016856, -0.031400048121180024, 0.1821300269628836, -0.062302417123290654, 0.03646009912045889, 0.20017563054780607, -0.06230241712329071, 0.062302417123290654
27, 0.20365358109689957, -0.010585717876006595, -0.00121758078858852, 0.115021088116118, -0.12043671251547472, 0.08321686858142485, 0.1420413351556219, -0.12043671251547489, 0.12043671251547472
28, 0.03704003929000288, -0.015583688890099812, -0.004120104467282487, 0.26438569817060165, 0.0011269961713298304, 0.03816703546133271, 0.26360504384242667, 0.001126996171329886, -0.0011269961713298304
29, 0.03554367415064086, -0.015378904637150304, -0.004080941094070408, 0.2653596722494927, 0.0017036933003642951, 0.03724736745100515, 0.2641817409714611, 0.0017036933003642951, -0.0017036933003642951
30, 0.03704320780177894, -0.0156946989185624, -0.004148608528468467, 0.26433183267770965, 0.0010947153737350113, 0.038137923175513955, 0.2635727630448318, 0.0010947153737350113, -0.0010947153737350113
31, 0.0003436919347372669, -0.0026113721751873653, -0.000698193414921178, 0.26736649090284603, 0.002525253444142006, 0.002868945378879273, 0.26500330111523884, 0.0025252534441420615, -0.002525253444142006
33, 4.947992971415793e-05, -3.5403626930108345e-05, -9.293793198176107e-06, 0.26250963542586586, 1.6174887790709747e-05, 6.565481750486768e-05, 0.2624942225588875, 1.6174887790709747e-05, -1.6174887790709747e-05
34, 0.001253747858827703, -0.004112401449143821, -0.0010709221146511243, 0.26041283369212026, -0.0011617287449304237, 9.201911389727924e-05, 0.26131631892616625, -0.0011617287449305347, 0.0011617287449304237
35, 0.001260410036272197, -0.0041262091367624265, -0.001074470043844726, 0.26040125651212004, -0.0011682117714799656, 9.219826479223148e-05, 0.2613098358996166, -0.0011682117714801876, 0.0011682117714799656
36, 0.10197379978544929, -0.046213020099549196, -0.008184929481401362, 0.17711306172524321, -0.06428485489176117, 0.037688944893688126, 0.19819319277933545, -0.06428485489176133, 0.06428485489176117
37, 0.10397153034086437, -0.04721722526414285, -0.00833124003253137, 0.17644493055076202, -0.06490801229350063, 0.03906351804736374, 0.197570035377596, -0.0649080122935008, 0.06490801229350063
38, 0.0887248962622127, -0.04158228415946008, -0.007753116700106541, 0.18645240050726475, -0.05655835748736071, 0.03216653877485198, 0.2059196901837359, -0.05655835748736088, 0.05655835748736071
39, 0.08519195181926387, -0.037620185320129784, -0.006862483299423327, 0.18241492541907692, -0.05893622788796049, 0.026255723931303376, 0.20354181978313635, -0.058936227887960435, 0.05893622788796049
40, 0.11100867555197125, -0.048283898191387564, -0.008398483810400044, 0.17393963878206686, -0.06722896775925247, 0.04377970779271878, 0.19524907991184415, -0.06722896775925263, 0.06722896775925247
41, 0.14309265874099886, -0.02235052174347285, -0.0034527272268837627, 0.15448083344596114, -0.08506066989531191, 0.058031988845686944, 0.1774173777757847, -0.08506066989531208, 0.08506066989531191
42, 0.12943620412934265, -0.05649157345526612, -0.008621412226652976, 0.15261412807841152, -0.08502641159692614, 0.0444097925324165, 0.1774516360741707, -0.08502641159692609, 0.08502641159692614
max value 0.006224794226335178 for feature 3, DI value: 0.08467969642976772, C ratio: -0.14322021860946044
round 3 : 
Feature index,	MI,	MRMR,	DIMRMR,	DI,	C_ratio,	avg dep, complementary info, compInfo-iCF	JMI red.
0, 0.0425810236150721, 0.026997690536343787, 0.007250353567002916, 0.2685545845946573, 0.00047510757282187566, 0.043056131187893976, 0.2681653171390065, 0.00047510757282187566, -0.00047510757282187566
1, 0.046015309177701136, -0.012045986964074107, -0.003146286929657814, 0.26118963427748054, -0.004643991042548569, 0.04137131813515257, 0.2630462185236359, -0.004643991042548701, 0.0046439910425485715
2, 0.19894439406736475, -0.020987118012235184, -0.0021289363913147953, 0.10144014962290947, -0.13772340523624957, 0.06122098883111519, 0.1299668043299349, -0.1377234052362497, 0.13772340523624957
4, 0.20367432639058536, -0.015652109863459523, -0.0015697073057698344, 0.10028726602759024, -0.13915079293323523, 0.06452353345735011, 0.12853941663294943, -0.13915079293323518, 0.13915079293323526
5, 0.3198890796854017, 0.08221520346341396, 0.0049491554735694, 0.06019757009750381, -0.18424626048996773, 0.13564281919543397, 0.08344394907621695, -0.18424626048996767, 0.18424626048996773
6, 0.03848058348234207, 0.0022041582252792305, 0.0006470272626646408, 0.29354846455393335, 0.014857671598508516, 0.053338255080850584, 0.28254788116469304, 0.014857671598508426, -0.014857671598508518
7, 0.06407145684980198, -0.15217080883100667, -0.030063645355504365, 0.19756512820334388, -0.0549630215356125, 0.009108435314189478, 0.2127271880305721, -0.0549630215356125, 0.0549630215356125
8, 0.09901956507342513, -0.1183695745032122, -0.020208312974566607, 0.17072218988181134, -0.07786170293975066, 0.02115786213367447, 0.18982850662643402, -0.07786170293975059, 0.07786170293975066
10, 0.1981748810914019, -0.01309443711323291, -0.001415055914116955, 0.10806542517867646, -0.13085566906892432, 0.06731921202247759, 0.13683454049726038, -0.13085566906892424, 0.13085566906892432
11, 0.2036328390553388, -0.015667815188902895, -0.0015721744912984002, 0.10034420704757421, -0.13909471565132397, 0.06453812340401481, 0.1285954939148607, -0.13909471565132392, 0.139094715651324
12, 0.00010368209191258249, -0.003837260928208519, -0.0010584928751322727, 0.27584594713147265, 0.004170732532990569, 0.004274414624903152, 0.2718609420991751, 0.004170732532990495, -0.004170732532990569
13, 0.20384040593822395, -0.015243371636475933, -0.0015308569867237998, 0.10042771528712226, -0.1390006622599586, 0.06483974367826535, 0.12868954730622587, -0.13900066225995875, 0.13900066225995858
14, 0.07514072167990582, -0.17019277425323134, -0.03229898707843041, 0.18977883884995295, -0.061337093692442, 0.013803627987463818, 0.2063531158737427, -0.06133709369244192, 0.061337093692442
15, 0.07458184823017633, -0.17333999909399647, -0.03244003901855394, 0.18714687428239107, -0.06356143220724457, 0.011020416022931764, 0.20412877735894, -0.06356143220724461, 0.06356143220724457
16, 0.0746180482769232, -0.17315884638144227, -0.032417235828962804, 0.18721097135027467, -0.06350684849512074, 0.011111199781802453, 0.20418336107106383, -0.06350684849512078, 0.06350684849512074
17, 0.07460356675458502, -0.17337247095775585, -0.03244278877313886, 0.18712768292403187, -0.06357737147096887, 0.011026195283616147, 0.20411283809521572, -0.0635773714709689, 0.06357737147096887
18, 0.0010134988757222185, -0.016240083212244977, -0.004638292998651886, 0.2856077113665665, 0.011431320261624153, 0.012444819137346371, 0.27912152982780886, 0.011431320261624245, -0.011431320261624153
19, 0.2191221110209427, -0.0002106323059843651, -1.937748799644784e-05, 0.09199675190322514, -0.14818058976188614, 0.07094152125905658, 0.11950961980429857, -0.14818058976188603, 0.1481805897618861
20, 0.0014817867850641653, -0.018077297991941577, -0.004820338557844234, 0.2666514962575173, -0.0006689254963470429, 0.0008128612887171224, 0.26702128406983755, -0.0006689254963470614, 0.0006689254963470429
21, 0.00809659135815366, -0.009255651248882207, -0.002378830555962055, 0.25701384937654637, -0.006690232378030829, 0.0014063589801228311, 0.2609999771881537, -0.0066902323780309025, 0.006690232378030829
22, 0.08153573166847417, -0.19206212280918855, -0.03518698857901742, 0.18320628796743685, -0.06671108263262737, 0.014824649035846793, 0.2009791269335572, -0.0667110826326274, 0.06671108263262737
23, 0.0975124150916018, -0.21140390511377333, -0.03592402254364509, 0.1699307424066339, -0.07791321861633456, 0.019599196475267238, 0.18977699094985012, -0.07791321861633449, 0.07791321861633456
24, 0.06775146922176023, 0.010566857661514328, 0.0022155640039959765, 0.20967103702601267, -0.04500048774384728, 0.022750981477912952, 0.22268972182233746, -0.045000487743847156, 0.045000487743847274
25, 0.06775146922176023, 0.010566857661514328, 0.0022155640039959765, 0.20967103702601267, -0.04500048774384728, 0.022750981477912952, 0.22268972182233746, -0.045000487743847156, 0.045000487743847274
26, 0.09876251624374954, -0.1216472638804671, -0.021399549294138197, 0.17591476052569335, -0.07148147289117383, 0.027281043352575713, 0.19620873667501074, -0.07148147289117388, 0.07148147289117383
27, 0.20365358109689957, -0.015587511468215937, -0.0015648663034877877, 0.10039231128577922, -0.13904488978011242, 0.06460869131678715, 0.12864531978607205, -0.13904488978011256, 0.13904488978011242
28, 0.03704003929000288, 0.0003734427103707638, 0.00010871555509336756, 0.29111708991569785, 0.013472832042951612, 0.05051287133295449, 0.28116304160913624, 0.013472832042951632, -0.013472832042951613
29, 0.03554367415064086, -1.9323532246019737e-05, -5.631807640706696e-06, 0.29144814566015675, 0.013682378027403831, 0.04922605217804469, 0.28137258759358846, 0.013682378027403852, -0.013682378027403833
30, 0.03704320780177894, 0.00030906668985009045, 8.994391650683008e-05, 0.2910178270924519, 0.013410482973440017, 0.05045369077521896, 0.28110069253962466, 0.013410482973440052, -0.013410482973440016
31, 0.0003436919347372669, -0.0036614283447281197, -0.0010096094439443883, 0.275741964306926, 0.0041084163317767946, 0.0044521082665140614, 0.27179862589796144, 0.004108416331776832, -0.0041084163317767946
33, 4.947992971415793e-05, -1.8138010292767515e-05, -4.856935169932488e-06, 0.26777662442220457, 4.382292425954744e-05, 9.330285397370537e-05, 0.26773403249044414, 4.382292425952894e-05, -4.3822924259547445e-05
34, 0.001253747858827703, -0.00310904488274677, -0.0008256686441305475, 0.26556986961252493, -0.0011824614007573582, 7.128645807034466e-05, 0.26650774816542716, -0.0011824614007574508, 0.0011824614007573582
35, 0.001260410036272197, -0.0031188361442410217, -0.000828229893774672, 0.26555736033263916, -0.0011894079196985707, 7.100211657362632e-05, 0.2665008016464859, -0.0011894079196987373, 0.0011894079196985707
36, 0.10197379978544929, -0.048893268733180145, -0.008485644229890881, 0.17355444726345978, -0.07102498169595399, 0.030948818089495306, 0.19666522787023047, -0.07102498169595414, 0.07102498169595399
37, 0.10397153034086437, -0.050374998292017054, -0.008693057953264721, 0.17256691311178293, -0.07192771606315809, 0.03204381427770627, 0.19576249350302635, -0.07192771606315826, 0.0719277160631581
