MIM,MRMR,DIMRMR,DI,C_ratio
0.04347970332328599,0.026067702206649963,0.01484646107939862,0.5348627589122149,0.0001307949639801978
0.04422322243108323,0.006845046769531751,0.0012625358641383262,0.3446109820630657,-0.012991700002905449
0.19666181901247093,-0.0008671878841312319,-0.000846924211595985,0.08747872560944413,-0.06318342027449558
0.2735696263760503,0.04270593894766461,0.014769245135604962,0.20969271807031156,-0.14159284588301813
0.20241097170335087,-0.013150373972498769,-0.0016948988153351351,0.07776249353431221,-0.06700490867539152
0.3211105072915681,0.08764239189051129,0.015796571813292627,0.11756243631040059,-0.14525643503093444
0.04104793780351723,0.011284751713674813,0.0016715969339733678,0.4697822081460483,0.0012425271850078773
0.06507134647204604,-0.07634599708007836,-0.015746392648693833,0.1634184392563162,-0.02407446723031372
0.10080645903034702,0.004067078341547209,-0.0015866366532395642,0.1515528791185458,-0.031039143621804224
0.05689024242051133,-0.12593252858803353,0.0128678006068354,0.8519768138917537,-0.03472464860732294
0.19482203782230667,0.009244455629123904,0.00063557589801889,0.11727250864592932,-0.06998936555261191
0.20226521189510782,-0.03440415300256239,-0.002644784254298516,0.07234349150652973,-0.07174359433866459
1.4241641437040542e-05,-0.0018419996906363528,-0.00040771545544886667,0.22947068500019002,0.0007322615398943574
0.20241097170335087,0.003957648415659321,0.0003908499459761022,0.08597191948586846,-0.06292225205547669
0.07606870521561082,-0.11198388725673286,-0.018167781442710373,0.14977221658514175,-0.029632682428013625
0.07564807961722897,-0.17883225244039025,-0.0247617570568561,0.13846359769533115,-0.03308008006092468
0.07571797434590777,-0.14265713479175163,-0.020764920360626434,0.1455582322674481,-0.030967065729747126
0.07566457162679252,-0.16113292117929137,-0.02286517607332413,0.14190257277023,-0.03205947116519042
0.0007867156897931604,-0.007821221639651134,-0.0023250614922929306,0.2349413779268172,0.003954738515879275
0.22037083511348654,0.008970271941322827,0.0028824429513591,0.15388137561209891,-0.09891241705948561
0.001669717019008532,-0.019530835279137918,-0.004902812576953153,0.23227112327661462,0.0024554882257843257
0.007912261995722814,-0.0002785926969120552,-0.0003889296466791381,0.23387989570917006,-0.0024706201716538922
0.08199982417263674,-0.05524109564741991,-0.012871735783822667,0.14641665563511275,-0.03291147687484608
0.09939644321455554,-0.08689457160147118,-0.010900046619749694,0.13603670589620728,-0.038175615654749334
0.06849752548886823,0.01793384646075353,-0.0030133124373112373,0.16608965172567253,-0.027158473579470162
0.06849442446514398,-0.017796480185597083,0.004086364340347451,0.3249524812062036,-0.034978211775071356
0.10098087397898925,-0.030093201140513087,-0.006674658704530671,0.13415180231247523,-0.039343090605828315
0.20223399869212488,0.0029790161296054662,0.00017397765839816158,0.09359287595985408,-0.07006928824514214
0.03926278105203973,-0.0009069789421480914,0.00043734907948734847,0.27027415000216765,0.009070244542941662
0.037707821552078635,0.0002721429110657467,-0.0004930301816439036,0.24688187619138885,0.009308688976093986
0.03949601524175406,0.000841365717319173,0.0014846883646264179,0.2914192661534969,0.0049233982714000715
0.0002811484253827379,-0.0008966096916705689,-0.00023609606079054245,0.27522988931836806,0.0008102295500136375
0.4712819835672867,0.4712819835672867,0.4712819835672867,1.0,-0.4712819835672867
0.0003261548730584263,-0.00142782035950919,-0.0002058841877425513,0.30797899696093,-4.571184864394785e-05
5.832148708417861e-07,-2.2121619530342098e-05,-3.851659197422253e-06,0.34236112258673373,1.3259523146964054e-05
0.0010528200113547603,-0.0009683350217630365,-0.00034649133417453314,0.2548906316445898,-6.172954161664341e-05
0.10004629907055373,-0.04856101430816462,-0.006481527630335623,0.1339421140434003,-0.03944639722655718
0.10290098838494588,-0.06709214087413898,-0.009284016364247989,0.11975450276496381,-0.04649399604462036
0.0869371433983035,-0.057004532165428806,-0.01024447910858956,0.12829166867021952,-0.04205873933011487
0.08376240089688403,-0.017429335276114746,-0.004405541964252279,0.14676989075485963,-0.03388330977547739
0.10980470398460396,-0.07430495720440983,-0.008364633117283365,0.11768647426894532,-0.04751803760489772
0.1373859369202204,0.01525078836032523,0.0013855063194268557,0.16655616326112865,-0.05328103243964186
0.1267837428244487,-0.09097672213113825,-0.007358739556796941,0.10458155509410662,-0.05345787809781222
